vendor,product_id,url,name,brand,description,price,currency,rating_value,review_count,images,supplier_id,supplier_name,subject_id,availability
wildberries,159721077,https://www.wildberries.ru/catalog/159721077/detail.aspx?targetUrl=EX,Именное полотенце Сергей в подарок на день рождения,Dizani,,1087.0,RUB,4.9,2480,,683563,Dizani,254,
ozon,667869986,https://www.ozon.ru/product/pokryvalo-uno-citus-grafit-135-210-667869986/,Покрывало UNO CITUS GRAFIT 135*210,DECOR MAGIC,"Велюр со сверхобъемной, мягкой, современной фактурой, Плотность -320 г/кв.м  .Дизайнерские покрывала DECOR MAGIC - это идеальное решение для декора интерьера, которое придется по вкусу самым утонченным ценителям прекрасного. А использование в производстве только высококачественных и современных материалов делает их долговечными, практичными и легкими в уходе. Особенно ценно, что их можно стирать без риска потери былой привлекательности,выбрав деликатный режим на стиральной машине , температура не более 30 градусов, 600 оборотов. Температура глажения не более 110 С с изнаночной стороны. В нашем ассортименте представлены как однотонные покрывала, так и изделия с уникальными дизайнами, разработанными для поддержания общей модной концепции вашего интерьера в сочетании с декоративными подушками, пуфами, коврами и пледами. Эти покрывала можно использовать еще как накидку для защиты мягкой мебели. Покрывало DECOR MAGIC может стать отличным подарком близким! С нами БЫСТРО, ЛЕГКО, КРАСИВО!",2029.0,RUB,4.9,967,https://ir.ozone.ru/s3/multimedia-1-d/7416223249.jpg,,,,http://schema.org/InStock
ozon,1048092530,https://www.ozon.ru/product/kovrik-dlya-kuhni-na-pol-50h150-protivoskolzyashchiy-dlya-prihozhey-na-balkon-optima-sirius-1048092530/,"Коврик для кухни на пол 50х150, противоскользящий, для прихожей, на балкон OPTIMA SIRIUS",DECOR MAGIC,"Ковровая дорожка нескользящая от decor magic антивандальная - отличный вариант для любого напольного покрытия, чтобы создать уют. Конечно, для кухни и в прихожую безворсовая дорожка подойдет лучше всего. Несмотря на отсутствия ворса, коврик мягкий и приятный на ощупь. Он моющийся - убрать пятно можно всего за несколько минут с помощью салфетки (и никакой кухонный сюрприз вам не страшен), на нем не остаются зацепы от когтей. А с обычным мусором легко справится даже дешевый робот-пылесос. Это актуально, если положить безворсоаый комнатный коврик этой серии на балкон или лоджию. Небольшой размер 50 на 150 см, так же как ковровая дорожка 60х160 хорошо впишется в большинство типовых комнат. Антибактериальный, антискользящий палас благодаря своей плотности, убережет от сквозняков. Не ограничивайтесь в использовании ковров квартирой - постелите их в загородный дом или на дачу. Наши коврики для дома в современном стиле красивые, разработаны профессионалами и прекрасно сочетаются с другим текстильным декором от DECOR MAGIC. Смотрите рекомендации, чтобы собрать полное интерьерное решение без труда и хлопот. Технологически допустимые отклонения от заявленного размера +/- 5 см, от веса +/- 50 гр/кв.м, согласно ГОСТ 28415-89. Цвет товара может не совпадать с представленным на фото в связи с индивидуальными особенностями цветопередачи и яркости монитора, а так же цвет в одном дизайне, может не совпадать из-за разности фактур. Заломы, возникающие при транспортировке, легко устраняются при отпаривании на средней температуре (до 150 С) ""с лица"" через слегка влажную ткань. Можно стирать в стиральной машине на бережном режиме при 30 градусах, сушить вертикально. Использовать моющий пылесос, стелить на пол с подогревом.
",831.0,RUB,4.9,5153,https://ir.ozone.ru/s3/multimedia-1-b/8172449039.jpg,,,,http://schema.org/InStock
ozon,1484935284,https://www.ozon.ru/product/kover-na-pol-s-vorsom-langoria-stone-135h200-sm-1484935284/,"Ковер на пол с ворсом, LANGORIA STONE 135х200 см",DECOR MAGIC,"Декоративный ковер для комнаты ворсовый поможет создать уютную обстановку, а также подчеркнет индивидуальность и характер помещения. Коврик однотонный шегги с длинным ворсом 8 мм на пол (толщина ковры 12 мм), с противоскользящий с прорезиненной основой из латекса, не только мягкий, но и безопасен для всех членов семьи, особенно для детей. Станет ярким акцентом в гостиной у дивана, создавая атмосферу гостеприимства, а в спальне используйте как пушистый прикроватный коврик нескользящий, доставит приятные ощущения под ногами каждое утро. Текстиль интерьерный украсит детскую комнату как девочки, так и мальчика. Размер 135х200 см универсальный и лучше подходит для большинства стандартных комнат, чем 150 на 200 см. Изделие обладает влаговпитывающей способностью, что позволяет быстро впитывать влагу и быстро сохнуть. Ухаживать за ним очень просто - достаточно использовать пылесос для удаления пыли, а также разрешена стирка и чистка, чтобы наслаждаться красивым внешним видом и непревзойденным комфортом на протяжении долгих лет. Дизайн без рисунка придаст прихожей или кухне изысканность и стиль, а разнообразие цветовых вариантов позволит выбрать идеальный вариант, который подчеркнет индивидуальный вкус не только дома, но и дачи.
Дизайны разработаны профессионалами и прекрасно сочетаются с другим текстильным декором от DECOR MAGIC. Технологически допустимые отклонения от заявленного размера +/- 5 см, от веса +/- 50 гр/кв.м, согласно ГОСТ 28415-89. Цвет товара может не совпадать с представленным на фото в связи с индивидуальными особенностями цветопередачи и яркости монитора, а так же цвет в одном дизайне, может не совпадать из-за разности фактур. Заломы, возникающие при транспортировке, легко устраняются при отпаривании на средней температуре (до 150 С) через слегка влажную ткань.",5065.0,RUB,4.9,606,https://ir.ozone.ru/s3/multimedia-1-x/7293450165.jpg,,,,http://schema.org/InStock
ozon,1502457249,https://www.ozon.ru/product/polotentse-mahrovoe-bannoe-v-podarok-synu-1502457249/,Полотенце махровое банное в подарок сыну,DIZANI,"Махровое подарочное полотенце с надписью — порадует вашего взрослого сына на день рождения. Изготовлено из двухсторонней махры, в составе которой 100% хлопок. Банное полотенце с вышивкой Любимому сыну впитывает влагу и быстро сохнет. Прекрасно подходит для бани и сауны, благодаря своему большому размеру 70*140 см. Полотенце из хлопка — это универсальный подарок для сына на день рождения, новый год, ДР, 23 февраля, 9 мая. Закажите махровое именное полотенце с вышивкой и порадуйте подарком своего сыночка на любой праздник.",872.0,RUB,4.9,3024,https://ir.ozone.ru/s3/multimedia-1-0/7668661212.jpg,,,,http://schema.org/InStock
ozon,1596333646,https://www.ozon.ru/product/cassia-komplekt-postelnogo-belya-evro-adem-200h210-1-230h250-1-50h70-2-satin-hlopok-1596333646/,"CASSIA Комплект постельного белья Евро ""Адэм"" 200х210-1/230х250-1/50х70-2 сатин, хлопок",CASSIA,"Постельное белье бренда CASSIA коллекции «АДЭМ» Евро размера изготовлено из 100% хлопка в плетении сатин высокого качества, плотностью 110 г/м2. 
В комплект входит:
Классическая простыня увеличенного размера 230х250см.
Пододеяльник на молнии 200х210см. 
Наволочки 50х70 см – 2 шт, имеют широкий клапан 30 см и украшены декоротивным бортом с трех сторон. 
Чтобы постельное белье из сатина сохранило свою структуру, цвет и блеск, соблюдайте базовые правила ухода. Стирайте отдельно от других вещей при температуре не выше 40°С в режиме обычной стирки без хлорных отбеливателей. Глажка разрешена при температуре 150°С.
Постельное белье высокого качества станет приятным подарком на новоселье, День Рождения, 8 марта и любой другой повод. 
В коллекции «АДЭМ» представлены так же комплекты постельного белья других размеров, простыни на резинке и комплекты наволочек 70х70 см.

",4873.0,RUB,4.8,105,https://ir.ozone.ru/s3/multimedia-1-b/7695481871.jpg,,,,http://schema.org/InStock
ozon,1615920270,https://www.ozon.ru/product/cassia-navolochki-komplekt-70x70-2-sht-lyuks-strayp-satin-zhakkard-hlopok-serye-1615920270/,"CASSIA Наволочки комплект 70x70 - 2 шт ""Люкс"" страйп-сатин жаккард, хлопок, серые",CASSIA,"Комплект наволочек бренда CASSIA коллекции «ЛЮКС Страйп Сатин» размером 70x70 - 2 шт. 
Состав: 100% хлопок-сатин, дизайн -жаккардовая полоса 1х1, плотность плетения 220TC, плотность ткани 135гр/м2. 
Произведено в России. 
Наволочки подходят для любых подушек размером 70x70. Они имеют увеличенный клапан 25 см.  
Ткань Страйп-сатин изготавливается путем сложного плетения натуральных нитей хлопка двойной плотной скрутки с чередованием лицевой и изнаночной стороны. 
Готовая ткань проходит дополнительную обработку с помощью технологии «AIR JET».
• При обработке нити при помощи горячего воздуха происходит ее полировка, благодаря чему материал имеет более выраженный блеск, удается получить более четкий и фактурный жаккардовый рисунок.
• Материал отличается минимальными показателями усадки, хорошо держит форму, обладает отличными прочностными характеристиками.
• Эксплуатационный ресурс ткани позволяет выдержать несколько сотен стирок без изменения внешнего вида.
• Хлопковое волокно не подвергается обработки химическими средствами, за счет этого обеспечивается максимально возможная экологичность и гипоаллергенность изделий из таких тканей.

Благодаря плетению нити и технологии «AIR JET» изделия из сатина имеют непревзойденные тактильные ощущения, несравненную нежность и шелковистость, вместе с тем отсутствие скольжения, сделало страйп-сатин лучшей тканью для постельного белья с лаконичным дизайном.
Бренд CASSIA в своём ассортименте имеет в том же дизайне простыни классические, простыни на резинке и пододеяльники на молнии, что даст возможность собрать гармоничный набор отдельных предметов для вашей спальни или в загородном доме.
Уважаемый покупатель!
Перед стиркой необходимо удалить все стикеры с изделия.",929.0,RUB,4.8,108,https://ir.ozone.ru/s3/multimedia-1-6/7578875058.jpg,,,,http://schema.org/InStock
ozon,1696443363,https://www.ozon.ru/product/cassia-odeyalo-172h205-dvuspalnoe-zhemchuzhina-tibeta-zimnee-teploe-400-g-m2-ovechya-1696443363/,"CASSIA Одеяло 172х205 двуспальное ""Жемчужина Тибета"" зимнее, теплое 400 г/м2, овечья шерсть, микроволокно ""Лебяжий пух""",CASSIA,"Стеганое одеяло шерстяное коллекции «Жемчужина Тибета» двуспальное размером 172*205 см бренда CASSIA имеет чехол 100% органический хлопок-тик, наполнитель 70% шерсть овцы, 30% экологически чистое микроволокно ""лебяжий пух"" Ultra Soft. Плотностью наполнителя 400 г/м2. Пышный наполнитель является гипоаллергенным и антибактериальным благодаря многоэтапному уровню обработки. Чехол из плотной ткани хлопка не пропускает частички шерсти на поверхность изделия. 2 спальное одеяло обрамляет красивый кант. Мягкое и пушистое одеяло на кровать идеально подойдет любителям шерстяных изделий. Изделие из шерсти дышит и обеспечивает терморегуляцию необходимую для отдыха в любое время года, подойдёт как для взрослых, так и для детей. Натуральное зимнее одеяло легко впишется в интерьер спальни, гостиной и даже детской комнаты вашей квартиры, дома или дачи и пополнит коллекцию постельных принадлежностей. Воздушное одеяло можно преподнести как оригинальный подарок на любой праздник от нового года до гендерных мужских и женских праздников 8 марта и 23 февраля. При уходе за изделиями из шерсти рекомендуется машинная стирка в щадящем режиме при температуре не выше 30 градусов, при должном уходе срок службы изделий неограничен.",2857.0,RUB,4.9,601,https://ir.ozone.ru/s3/multimedia-1-q/8117710154.jpg,,,,http://schema.org/InStock
ozon,1861207489,https://www.ozon.ru/product/pokryvalo-na-kreslo-65h170-sm-nakidka-slim-bravo-wasabi-1861207489/,"Покрывало на кресло 65х170 см. накидка, SLIM BRAVO WASABI",DECOR MAGIC,"Накидка на кресло 65х170 от DECOR MAGIC см из нежного материала барашек – тренд сезона, сделает ваш дом ещё уютнее и привлекательнее! Однотонное покрывало плюшевое супермягкой фактуры букле, приятно на ощупь, к нему хочется постоянно прикасаться, а его прочность и устойчивость к износу гарантируют долгое сохранение привлекательного внешнего вида даже после многочисленных стирок. Забудьте о неудобстве, когда дивандек сползает со спинки прямого и углового дивана – благодаря искусственному меху тедди и удлиненному размеру идеально ложится на мягкую мебель в детской комнате или кровати в спальне защищая от царапин и потертостей. С его помощью вы преобразите облик гостиной или кухонного уголка, добавив при этом нотку уюта. В новой коллекции представлены чехлы разных оттенков - от нейтральных до насыщенных. Вы с легкостью сможете собрать комплект, сочетая разные цвета, чтобы ваш интерьер стал единым и современным. Маленький плед - отличный подарок, порадуйте своих родных или друзей практичным и модным аксессуаром, который добавит комфорта в их повседневную жизнь. Дизайны разработаны профессионалами и прекрасно сочетаются с другим текстильным декором от DECOR MAGIC. Соберите полное интерьерное решение без труда и хлопот. Цвет товара может не совпадать с представленным на фото в связи с индивидуальными особенностями цветопередачи и яркости монитора, а также цвет в одном дизайне, может не совпадать из-за разности фактур. Технологически допустимые отклонения от заявленного размера +/- 3%, согласно ГОСТ Р 51554-99.",1112.0,RUB,4.8,244,https://ir.ozone.ru/s3/multimedia-1-4/7310110756.jpg,,,,http://schema.org/InStock
ozon,2090385530,https://www.ozon.ru/product/cassia-odeyalo-evro-maksi-vsesezonnoe-bambuk-naturel-teploe-240-g-m2-bambukovoe-volokno-2090385530/,"CASSIA Одеяло евро макси, всесезонное ""Бамбук Натурэль"" теплое 240 г/м2, бамбуковое волокно, микроволокно ""Лебяжий пух"", 220x240",CASSIA,"Одеяло евро макси коллекции «БАМБУК НАТУРЭЛЬ» размером 220*240 см имеет чехол из 50% бамбукового волокна, 50% микрофибры и наполнитель 80% бамбуковое волокно, 20% микроволокно Лебяжий пух 7D плотностью 240г/м2. Экологически чистый и бамбуковый наполнитель обеспечивает отличную воздухопроницаемость, придавая изделиям легкий и пышный вид благодаря своей пористой структуре. Искусственный лебяжий пух представляет собой тончайшее силиконизированное микроволокно, которое обладает всеми свойствами натурального пуха и является прочным и износостойким. Изделия из лебяжьего пуха гипоаллергенные и не имеют посторонних запахов. Такой наполнитель подходит людям с чувствительной и тонкой кожей. Стеганый чехол из плотной смесовой ткани не пропускает частички наполнителя на поверхность изделия.  2 спальное одеяло обрамляет декоративный кант и угловая лента. Воздушное одеяло для дивана или кровати дышит и обеспечивает терморегуляцию необходимую для сна. Благодаря своей легкости, это одеяло идеально подходит для летнего времени года, а также для теплой зимы. Пушистое и мягкое одеяло можно преподнести как оригинальный подарок на любое событие от нового года до гендерных мужских и женских праздников 8 марта и 23 февраля. Изделие в размере евро макси подойдёт по своим параметрам как для взрослых, так и для детей. При уходе за изделиями из бамбука рекомендуется только щадящая стирка при температуре 30 градусов, при должном уходе срок службы изделий неограничен.",2502.0,RUB,4.9,220,https://ir.ozone.ru/s3/multimedia-1-d/7513093921.jpg,,,,http://schema.org/OutOfStock
ozon,2201728678,https://www.ozon.ru/product/cassia-navolochki-komplekt-emine-satin-hlopok-70x70-2-sht-2201728678/,"CASSIA Наволочки комплект ""Эмине"" сатин, хлопок, 70x70 - 2 шт",CASSIA,"Комплект наволочек бренда CASSIA коллекции «ЭМИНЕ» размером 70x70см - 2 шт изготовлен из 100% хлопка в плетении сатин высокого качества, плотностью 110 г/м2. 
Наволочки имеют широкий клапан 30 см.
Чтобы постельное белье из сатина сохранило свою структуру, цвет и блеск, соблюдайте базовые правила ухода. Стирайте отдельно от других вещей при температуре не выше 40°С в режиме обычной стирки без хлорных отбеливателей. Глажка разрешена при температуре 150°С. 
В коллекции «ЭМИНЕ» представлены так же комплекты постельного белья всех размеров с классической простыней и простыни на резинке.
Уважаемый покупатель!
Перед стиркой необходимо удалить все стикеры с изделия.",734.0,RUB,5.0,2,https://ir.ozone.ru/s3/multimedia-1-0/7420064040.jpg,,,,http://schema.org/InStock
ozon,2892924524,https://www.ozon.ru/product/polotentse-mahrovoe-bannoe-evgeniy-v-podarok-na-den-rozhdeniya-2892924524/,Полотенце махровое банное Евгений в подарок на день рождения,DIZANI,"Махровое именное полотенце с именем Евгений — это отличный подарок сыну и папе на 23 февраля и день рождения. Изготовлено из двухсторонней махры, в составе которой 100% хлопок. Именное мужское полотенце с вышивкой для мужа и папы впитывает влагу и быстро сохнет. Подходит для бани и сауны, благодаря своему большому размеру 70*140 см. Полотенце из хлопка с красивой вышивкой – это универсальный подарок для мужчины на новый год, день рождения, 23 февраля, день святого Валентина, годовщины или просто на ДР. Закажите в подарок мужчине именное полотенце с вышивкой прямо сейчас и порадуйте своего парня, дедушку, брата и сына на любой праздник.",872.0,RUB,4.9,3024,https://ir.ozone.ru/s3/multimedia-1-b/8044514687.jpg,,,,http://schema.org/InStock
ozon,259469536,https://www.ozon.ru/product/cassia-odeyalo-200x220-evro-antistress-vsesezonnoe-240-g-m2-mikrovolokno-lebyazhiy-puh-259469536/,"CASSIA Одеяло 200x220 евро ""Антистресс"" всесезонное 240 г/м2, микроволокно ""Лебяжий пух""",CASSIA,"Стеганое одеяло коллекции «Антистресс» размером 200х220 см имеет чехол из 100% микрофибры с карбоновыми нитями и наполнитель 100% микроволокно «Лебяжий пух» Ultra Soft. Плотность наполнителя: 240 г/м2. Экологически чистый и теплый лебяжий наполнитель обеспечивает отличную воздухопроницаемость, придавая изделиям легкий и пышный вид благодаря своей пористой структуре.Искусственный лебяжий пух представляет собой тончайшее силиконизированное микроволокно, которое обладает всеми свойствами натурального пуха и является прочным и износостойким. Изделия из лебяжьего пуха гипоаллергенные и не имеют посторонних запахов. Такой наполнитель подходит людям с чувствительной и тонкой кожей. Чехол из плотной ткани микрофибры не пропускает частички наполнителя на поверхность изделия.Евро одеяло обрамляет декоративный кант и брендированная угловая лента. Одеяло возlушное для дивана или кровати дышит и обеспечивает терморегуляцию необходимую для сна и отдыха в любое время года от летнего до зимнего.Одеяла облегченное легко впишется в интерьер спальни, гостиной и даже детской комнаты вашей квартиры, дома или дачи и пополнит коллекцию постельных принадлежностей.",4841.0,RUB,4.9,273,https://ir.ozone.ru/s3/multimedia-1-s/8095752100.jpg,,,,http://schema.org/InStock
ozon,1696443230,https://www.ozon.ru/product/cassia-odeyalo-200h220-evro-kalahari-vsesezonnoe-teploe-350-g-m2-verblyuzhya-sherst-mikrovolokno-1696443230/,"CASSIA Одеяло 200х220 евро ""Калахари"" всесезонное, теплое 350 г/м2, верблюжья шерсть, микроволокно ""Лебяжий пух""",CASSIA,"Стеганое одеяло коллекции «Калахари» евро размером 200*220 см бренда CASSIA имеет чехол из 100% органического хлопка-тика, наполнитель: 70% шерсть австралийского верблюда, 30% экологически чистое микроволокно ""лебяжий пух"" Ultra Soft. Плотность наполнителя 350 г/м2. Пышный наполнитель является гипоаллергенным и антибактериальным благодаря многоэтапному уровню обработки. Чехол из плотной ткани хлопка не пропускает частички шерсти на поверхность изделия. Евро одеяло обрамляет красивый кант. Мягкое и легкое одеяло на кровать идеально подойдет любителям шерстяных изделий. Изделие из шерсти дышит и обеспечивает терморегуляцию необходимую для отдыха в любое время года, подойдёт как для взрослых, так и для детей. Натуральное зимнее одеяло легко впишется в интерьер спальни, гостиной и даже детской комнаты вашей квартиры, дома или дачи и пополнит коллекцию постельных принадлежностей. Воздушное одеяло можно преподнести как оригинальный подарок на любой праздник от нового года до гендерных мужских и женских праздников 8 марта и 23 февраля. При уходе за изделиями из шерсти рекомендуется машинная стирка в щадящем режиме при температуре не выше 30 градусов, при должном уходе срок службы изделий неограничен.",3135.0,RUB,4.9,601,https://ir.ozone.ru/s3/multimedia-1-h/7774474985.jpg,,,,http://schema.org/InStock
